Programme;Acronym;Project Partner;Lead Partner;Street;Postal code;Town;Country;Website;Department;Legal Status;Country code;NUTS1 (or equivalent);NUTS2 (or equivalent);NUTS3 (or equivalent)
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);Routes singulières;Fundación Kreanta;No;C/ Córcega, 102 5º. 1ª;8029;BARCELONA;Spain;http://www.routes-singulieres.eu/;;Public;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES511  / Barcelona
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);Routes singulières;Ajuntament de Sant Just Desvern;No;Pl. Jacint Verdaguer, 2;8960;Sant Just Desvern;Spain;http://www.routes-singulieres.eu/;;Public;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES511  / Barcelona
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);Routes singulières;AYUNTAMIENTO DE BARAKALDO;No;Herriko Plaza, 1;48901;Barakaldo;Spain;http://www.routes-singulieres.eu/;;Private;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES213  / Bizkaia
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);Routes singulières;Ville de Foix;No;Hôtel de Ville, 45 Cours Gabriel Fauré;9000;FOIX;France;http://www.routes-singulieres.eu/;;Private;FR France / FRANCE;FR6  / SUD-OUEST;FR62  / Midi-Pyrénées;FR621  / Ariège
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REVALPET;Universidad de Zaragoza;No;Pedro Cerbuna, 12;50009;Zaragoza;Spain;https://revalpet.org/;;Private;ES Spain / ESPAÑA;ES2  / NORESTE;ES24  / Aragón;ES243  / Zaragoza
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REVALPET;Universidad del País Vasco/Euskal Herriko Unibertsitatea;No;Barrio Sarriena s/n;48940;Leioa;Spain;https://revalpet.org/;;Private;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES213  / Bizkaia
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REVALPET;Ecole Nationale d’Ingénieurs de Tarbes;No;47 Avenue d’Azereix;65016;TARBES;France;https://revalpet.org/;;Private;FR France / FRANCE;FR6  / SUD-OUEST;FR62  / Midi-Pyrénées;FR626  / Hautes-Pyrénées
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REVALPET;Centre Català del Plàstic - Universitat Politècnica de Catalunya;No;c/Colom, 114. Edifici Vapor Universitario;8222;Terrassa;Spain;https://revalpet.org/;;Public;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES511  / Barcelona
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REVALPET;Universitat Politècnica de Catalunya;No;c/Jordi Girona,31;8034;Barcelona;Spain;https://revalpet.org/;;Public;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES511  / Barcelona
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REVALPET;Oudoul 64;No;9 Rue Ada Byron;64000;Pau;France;https://revalpet.org/;;Public;FR France / FRANCE;FR6  / SUD-OUEST;FR61  / Aquitaine;FR615  / Pyrénées-Atlantiques
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REPLIM;Centre de Recerca Ecològica i Aplicacions Forestals;No;Campus UAB, Edifici C;8193;Bellaterra, Barcelona;Spain;http://www.ipe.csic.es/replim;;Private;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES511  / Barcelona
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REPLIM;Universidad de Navarra;No;Campus universitario s/n;31009;Pamplona;Spain;http://www.ipe.csic.es/replim;;Private;ES Spain / ESPAÑA;ES2  / NORESTE;ES22  / Comunidad Foral de Navarra;ES220  / Navarra
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REPLIM;Universidad del País Vasco/Euskal Herriko Unibertsitatea;No;Sarriena auzoa, z/g, 48940, Leioa, País Vasco;48940;Leioa;Spain;http://www.ipe.csic.es/replim;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES213  / Bizkaia
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REPLIM;Université de Pau et des Pays de l’Adour;No;Avenue de l'Université;64012;Pau;France;http://www.ipe.csic.es/replim;;Public;FR France / FRANCE;FR6  / SUD-OUEST;FR61  / Aquitaine;FR615  / Pyrénées-Atlantiques
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REPLIM;Centre National de la Recherche Scientifique;No;16 avenue Edouard Belin, bp 4637,;31400;Toulouse;France;http://www.ipe.csic.es/replim;;Public;FR France / FRANCE;FR6  / SUD-OUEST;FR62  / Midi-Pyrénées;FR623  / Haute-Garonne
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REINO DEL ANETO;Fundación Hospital de Benasque;No;Camino Real a Francia s/n;22440;Benasque;Spain;https://www.poctefa.eu/;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES24  / Aragón;ES241  / Huesca
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REINO DEL ANETO;Ajuntament Vielha e Mijaran;No;C/ Sarriulera 2;25530;Vielha;Spain;https://www.poctefa.eu/;;Public;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES513  / Lleida
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);REINO DEL ANETO;COMMUNE DE BAGNERES DE LUCHON;No;23 Allées d'Etigny;31110;Bagnères de Luchon;France;https://www.poctefa.eu/;;Private;FR France / FRANCE;FR6  / SUD-OUEST;FR62  / Midi-Pyrénées;FR623  / Haute-Garonne
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);JACOB@CCESS;Espace de Vie pour Adultes handicapés;No;2, rue des Artisans Z.I JALDAY;64500;San Juan de Luz;France;https://ec.europa.eu/regional_policy/en/atlas/programmes/2014-2020/spain/2014tc16rfcb006;;Public;FR France / FRANCE;FR6  / SUD-OUEST;FR61  / Aquitaine;FR615  / Pyrénées-Atlantiques
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);JACOB@CCESS;Communauté d'Agglomération Pays Basque;No;Pôle IHOLDI-OZTIBARRE;64640;IHOLDY;France;https://ec.europa.eu/regional_policy/en/atlas/programmes/2014-2020/spain/2014tc16rfcb006;;Public;FR France / FRANCE;FR6  / SUD-OUEST;FR61  / Aquitaine;FR615  / Pyrénées-Atlantiques
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);JACOB@CCESS;FUNDACIÓN KOINE AEQUALITAS;No;AVENIDA PIO XII N°5 Entreplanta derecha;31008;PAMPLONA-IRUÑA;Spain;https://ec.europa.eu/regional_policy/en/atlas/programmes/2014-2020/spain/2014tc16rfcb006;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES22  / Comunidad Foral de Navarra;ES220  / Navarra
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);JACOB@CCESS;Asociacion tutelar asistencial deficientes psiquicos;No;Travesia Ballesteros, 10;22005;HUESCA;Spain;https://ec.europa.eu/regional_policy/en/atlas/programmes/2014-2020/spain/2014tc16rfcb006;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES24  / Aragón;ES241  / Huesca
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);JACOB@CCESS;AYUNTAMIENTO DE PAMPLONA / IRUÑA;No;Plaza Consistorial, s/n - 1º;31001;PAMPLONA-IRUÑA;Spain;https://ec.europa.eu/regional_policy/en/atlas/programmes/2014-2020/spain/2014tc16rfcb006;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES22  / Comunidad Foral de Navarra;ES220  / Navarra
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);ECTOPYR;Centre de Recuperacio d'amfibis i reptils de Catalunya;No;Av. Maresme, 45 08783 Masquefa, Barcelona;8783;Barcelona;Spain;https://www.poctefa.eu/;;Public;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES511  / Barcelona
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);ECTOPYR;Bonaventura Mora Sagués, SAU;No;Pl. Parc de la Mola 10 Torre chaldéenne 7e;AD700;Escaldes-Engordany;Andorra;https://www.poctefa.eu/;;Public;AD  / Andorra;;;
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);ECTOPYR;Nature Midi-Pyrenees;No;14 rue de Tivoli 31068 Toulouse Cedex;31068;Toulouse;France;https://www.poctefa.eu/;;Private;FR France / FRANCE;FR6  / SUD-OUEST;FR62  / Midi-Pyrénées;FR623  / Haute-Garonne
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);ECTAdapt;Diputación provincial de Girona;No;Pujada de Sant Martí, 5;17004;Girona;Spain;https://www.ectadapt.eu/;;Public;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES512  / Girona
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);ECTAdapt;Consell d'Iniciatives Locals per al Medi Ambient de les comarques de Girona;No;Pujada de Sant Martí, 4-5;17004;Girona;Spain;https://www.ectadapt.eu/;;Public;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES512  / Girona
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);ECOGYP;Ligue pour la Protection des Oiseaux;No;Chemin Larroude, 64290 GAN;17305;Chemin Larroude;France;http://ecogyp.org/;;private;FR France / FRANCE;FR6  / SUD-OUEST;FR61  / Aquitaine;FR615  / Pyrénées-Atlantiques
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);ECOGYP;Diputación Foral de Alava;No;Plaza de la Provincia, s/n;1001;VITORIA-GASTEIZ ARABA/ÁLAVA ESPAÑA;Spain;http://ecogyp.org/;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES211  / Araba/Álava
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);ECOGYP;FUNDACION HAZI FUNDAZIOA;No;Barrio Muntsaratz, 17A;48220;Abadiño;Spain;http://ecogyp.org/;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES213  / Bizkaia
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);ECOGYP;Diputacion General de Aragon;No;Plaza San Pedro Nolasco, 7;50001;Zaragoza;Spain;http://ecogyp.org/;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES24  / Aragón;ES243  / Zaragoza
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);EAS;Gipuzkoako Foru Aldundia-Diputación Foral de Gipuzkoa;No;Gipuzkoa plaza, z/g;20004;Donostia;Spain;http://www.mintzaira.fr/fr/ressources/systeme-dindicateurs-de-la-langue-basque.html;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES212  / Gipuzkoa
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);EAS;Bizkaiko Foru Aldundia-Diputación Foral de Bizkaia;No;Gran Vía, 25;48009;Bilbao;Spain;http://www.mintzaira.fr/fr/ressources/systeme-dindicateurs-de-la-langue-basque.html;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES213  / Bizkaia
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);EAS;Arabako Foru Aldundia-Diputación Foral de Álava;No;Plaza de la Provincia s/n.;1001;Vitoria-Gasteiz;Spain;http://www.mintzaira.fr/fr/ressources/systeme-dindicateurs-de-la-langue-basque.html;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES211  / Araba/Álava
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);EAS;Euskarabidea-Nafarroako Gobernua-Gobierno de Navarra;No;Av. Carlos III, N.º 2;31002;PAMPLONA;Spain;http://www.mintzaira.fr/fr/ressources/systeme-dindicateurs-de-la-langue-basque.html;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES22  / Comunidad Foral de Navarra;ES220  / Navarra
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);EAS;Office Public de la Langue Basque-Euskararen Erakunde Publikoa;No;2 allée des Platanes, Platanondoen ibilbidea, 2;64100;Bayona;France;http://www.mintzaira.fr/fr/ressources/systeme-dindicateurs-de-la-langue-basque.html;;Public;FR France / FRANCE;FR6  / SUD-OUEST;FR61  / Aquitaine;FR615  / Pyrénées-Atlantiques
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);De mar a mar;AYUNTAMIENTO DE BILBAO;No;Edif aznar,plaza venezuela 2;48001;Bilbao;Spain;https://demaramarblog.wordpress.com/;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES213  / Bizkaia
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);De mar a mar;Ax Animation;No;Chemin de la condamine;9110;AX LES THERMES;France;https://demaramarblog.wordpress.com/;;Private;FR France / FRANCE;FR6  / SUD-OUEST;FR62  / Midi-Pyrénées;FR621  / Ariège
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);De mar a mar;Associació de Circ Rogelio Rivel;No;PORTLLIGAT 11-15;8042;BARCELONA;Spain;https://demaramarblog.wordpress.com/;;Public;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES511  / Barcelona
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);De mar a mar;ASSOCIACIÓ DELS PROFESSIONALS DEL CIRC - LA CENTRAL DEL CIRC;No;Moll de la Vela 2;8930;Sant Adrià del Besòs;Spain;https://demaramarblog.wordpress.com/;;Private;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES511  / Barcelona
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);De mar a mar;AYUNTAMIENTO DE HUESCA;No;Plaza Catedral, 1;22071;Huesca;Spain;https://demaramarblog.wordpress.com/;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES24  / Aragón;ES241  / Huesca
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);De mar a mar;BELÉN ÁLVAREZ. Distribución y Gestión de Espectáculos S.L.U;No;C/ Arguedas 22 Bajo,;31015;Pamplona;Spain;https://demaramarblog.wordpress.com/;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES22  / Comunidad Foral de Navarra;ES220  / Navarra
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);De mar a mar;COMMUNAUTÉ D'AGGLOMÉRATION DU PAYS BASQUE;No;15 avenue Foch;64185;Bayonne;France;https://demaramarblog.wordpress.com/;;Public;FR France / FRANCE;FR6  / SUD-OUEST;FR61  / Aquitaine;FR615  / Pyrénées-Atlantiques
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);De mar a mar;VILLE DE TOULOUSE - LE LIDO;No;14 rue de Gaillac;31500;Toulouse;France;https://demaramarblog.wordpress.com/;;Public;FR France / FRANCE;FR6  / SUD-OUEST;FR62  / Midi-Pyrénées;FR623  / Haute-Garonne
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);De mar a mar;UNIVERSITÉ TOULOUSE II JEAN JAURÈS;No;5 allées Antonio Machado;31058;Toulouse;France;https://demaramarblog.wordpress.com/;;Public;FR France / FRANCE;FR6  / SUD-OUEST;FR62  / Midi-Pyrénées;FR623  / Haute-Garonne
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);De mar a mar;RÉSEAU EN SCÈNE LANGUEDOC-ROUSSILLON (association régionale de coordination et de diffusion des arts du spectacle en Languedoc-Roussillon);No;8 avenue de Toulouse – CS 50037;34078;Montpellier;France;https://demaramarblog.wordpress.com/;;Public;FR France / FRANCE;FR8  / MÉDITERRANÉE;FR81  / Languedoc-Roussillon;FR813  / Hérault
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);De mar a mar;DIPUTACIÓN DE HUESCA;No;PORCHES DE GALICIA, 4;22002;Huesca;Spain;https://demaramarblog.wordpress.com/;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES24  / Aragón;ES241  / Huesca
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);De mar a mar;CONSORCI TRANSVERSAL Xarxa d'Activitats Culturals;No;Carrer Sant Esteve 29;17800;Olot;Spain;https://demaramarblog.wordpress.com/;;Public;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES512  / Girona
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CYCLALG;APESA . ASSOCIATION POUR L’ENVIRONNEMENT ET LA SECURITE EN AQUITAINE;No;Technopole Hélioparc – 2 Av. P. Angot –;64053;PAU;France;http://www.cyclalg.com/fr/;;private;FR France / FRANCE;FR6  / SUD-OUEST;FR61  / Aquitaine;FR615  / Pyrénées-Atlantiques
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CYCLALG;AIN. Asociación de la Industria Navarra;No;Carretera Pamplona s/n;31191;CORDOVILLA;Spain;http://www.cyclalg.com/fr/;;Private;ES Spain / ESPAÑA;ES4  / CENTRO (ES);ES41  / Castilla y León;ES415  / Salamanca
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CYCLALG;TECNALIA. Fundación TECNALIA Research & Innovation;No;Parque Científico y Tecnológico de Gipuzkoa - Mikeletegi Pasalekua, 2.;E-20009;Donostia-San Sebastián;Spain;http://www.cyclalg.com/fr/;;Private;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES212  / Gipuzkoa
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CYCLALG;CENER. FUNDACION CENER-CIEMAT;No;C/Ciudad de la Innovación;31621;Sarriguren;Spain;http://www.cyclalg.com/fr/;;Private;ES Spain / ESPAÑA;ES2  / NORESTE;ES22  / Comunidad Foral de Navarra;ES220  / Navarra
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CYCLALG;CATAR-CRITT Agroressources;No;4 allée Emile MONSO, ENSIACET;31030;TOULOUSE;France;http://www.cyclalg.com/fr/;;Public;FR France / FRANCE;FR6  / SUD-OUEST;FR62  / Midi-Pyrénées;FR623  / Haute-Garonne
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CREACITY;AYUNTAMIENTO DE HONDARRIBIA;No;KALE NAGUSIA 20;20208;HONDARRIBIA;Spain;https://www.poctefa.eu/;;Private;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES212  / Gipuzkoa
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CREACITY;MAIRIE DE BAYONNE;No;1, Avenue du Maréchal Leclerc BP 6004;64100;BAYONNE;France;https://www.poctefa.eu/;;Private;FR France / FRANCE;FR6  / SUD-OUEST;FR61  / Aquitaine;FR615  / Pyrénées-Atlantiques
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CONNECT Innovation!;AYUNTAMIENTO DE IRUN;No;Plaza San Juan Arria, s/n;20304;Irun;Spain;https://www.poctefa.eu/;;private;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES212  / Gipuzkoa
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CONNECT Innovation!;MU ENPRESAGINTZA S.COOP.;No;Ibarra Zelaia, 2;20560;Oñati;Spain;https://www.poctefa.eu/;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES212  / Gipuzkoa
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CONNECT Innovation!;ESTIA ECOLE INGENIEURS;No;92, allée Théodore Monod - Technopole Izarbel - Bâtiment ESTIA 1;64210;BIDART;France;https://www.poctefa.eu/;;Public;FR France / FRANCE;FR6  / SUD-OUEST;FR61  / Aquitaine;FR615  / Pyrénées-Atlantiques
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CONNECT Innovation!;Asociación de Industrias de las Tecnologías Electrónicas y de la Información del País Vasco;No;C/ Portuetxe, 14 - 1º. Edificio Ibaeta;20018;Donostia - San Sebastián;Spain;https://www.poctefa.eu/;;Private;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES212  / Gipuzkoa
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CONNECT Innovation!;Communauté d'Agglomération Pays Basque;No;5-7 rue Putillenea;64122;Urrugne;France;https://www.poctefa.eu/;;Private;FR France / FRANCE;FR6  / SUD-OUEST;FR61  / Aquitaine;FR615  / Pyrénées-Atlantiques
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);COMPETITV’EKO;Sociedad de Desarrollo de Navarra SL;No;Calle Arrieta 8, 7ª planta;31002;Pamplona;Spain;http://www.competitiveko.eu/;;Private;ES Spain / ESPAÑA;ES2  / NORESTE;ES22  / Comunidad Foral de Navarra;ES220  / Navarra
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);COMPETITV’EKO;Fundación Deusto;No;Avenida de las Universidades 24;48007;Bilbao;Spain;http://www.competitiveko.eu/;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES213  / Bizkaia
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);COMPETITV’EKO;Camara de Comercio, Industria y Navegacion de Gipuzkoa;No;Avenida de Tolosa, 75;20018;Donostia-San Sebastián;Spain;http://www.competitiveko.eu/;;Public;ES Spain / ESPAÑA;ES2  / NORESTE;ES21  / País Vasco;ES212  / Gipuzkoa
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CLIM´PY;Institut d’Estudis Andorrans;No;Avenida Rocafort, 21-23 Principado de Andorra, www.iea.ad;AD600;Sant Julià de Lòria;Andorra;https://opcc-ctp.org/es/climpy;;Private;AD  / Andorra;;;
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CLIM´PY;Université Paul Sabatier. Centre d´Etudes Spatiales de la Biosphère;No;118 Route de Narbonne;31062;Toulouse;France;https://opcc-ctp.org/es/climpy;;Private;FR France / FRANCE;FR6  / SUD-OUEST;FR62  / Midi-Pyrénées;FR623  / Haute-Garonne
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CLIM´PY;Agencia Estatal Consejo Superior de Investigaciones Científicas;No;C/Serrano 117;28006;Madrid;Spain;https://opcc-ctp.org/es/climpy;;Public;ES Spain / ESPAÑA;ES3  / COMUNIDAD DE MADRID;ES30  / Comunidad de Madrid;ES300  / Madrid
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CLIM´PY;SERVEI METEOROLOGIC DE CATALUNYA;No;Calle Berlín, 38-46;8029;Barcelona;Spain;https://opcc-ctp.org/es/climpy;;Public;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES511  / Barcelona
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CLIM´PY;Agencia Estatal de Meteorología de España;No;C/ Leonardo Prieto Castro, 8;28040;Madrid;Spain;https://opcc-ctp.org/es/climpy;;Public;ES Spain / ESPAÑA;ES3  / COMUNIDAD DE MADRID;ES30  / Comunidad de Madrid;ES300  / Madrid
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CLIM´PY;METEO-FRANCE;No;Avenue de Paris, 73;94615;Saint Mande;France;https://opcc-ctp.org/es/climpy;;Private;FR France / FRANCE;FR1  / ÎLE DE FRANCE;FR10  / Île de France;FR107  / Val-de-Marne
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CCI PIRINEUS MED;CAMBRA DE COMERÇ, INDÚSTRIA I SERVEIS D’ANDORRA;No;Av. Prat de la Creu, 8 ;AD500;Andorra la Vella;Andorra;https://www.poctefa.eu/;;public;AD  / Andorra;;;
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CCI PIRINEUS MED;Chambre de Commerce et Industrie Pyrénées-Orientales;No;Quai de Lattre de Tassigny;66000;Perpignan;France;https://www.poctefa.eu/;;Private;FR France / FRANCE;FR8  / MÉDITERRANÉE;FR81  / Languedoc-Roussillon;FR815  / Pyrénées-Orientales
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CCI PIRINEUS MED;CAMBRA OFICIAL DE COMERÇ, INDÚSTRIA I NAVEGACIÓ DE GIRONA;No;Gran Vía Jaume I 46;17001;Girona;Spain;https://www.poctefa.eu/;;Private;ES Spain / ESPAÑA;ES5  / ESTE;ES51  / Cataluña;ES512  / Girona
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CAPAS-Cité - CAPAS-C;AYUNTAMIENTO DE HUESCA;No;PLAZA DE LA CATEDRAL S/N;22002;Huesca;Spain;https://capas-c.eu/;;Private;ES Spain / ESPAÑA;ES2  / NORESTE;ES24  / Aragón;ES241  / Huesca
2014 - 2020 INTERREG V-A Spain - France - Andorra (POCTEFA);CAPAS-Cité - CAPAS-C;Université de Pau et des Pays de l’Adour;No;Avenue de l’Université;64012;Pau;France;https://capas-c.eu/;;Private;FR France / FRANCE;FR6  / SUD-OUEST;FR61  / Aquitaine;FR615  / Pyrénées-Atlantiques
